word1,word2,similarity_type,relation
nc,charlotte,indirect,meronym
gained,travel,indirect,entailment
truck,roof,indirect,meronym
monazite,thorium,indirect,meronym
chalcopyrite,copper,indirect,meronym
pedal,play,indirect,entailment
rug,edging,indirect,meronym
weave,woof,indirect,meronym
trouser,seat,indirect,meronym
vertebrate,digit,indirect,meronym
cheese,malva,indirect,holonym
bracelet,clasp,indirect,meronym
peloponnesus,sparta,indirect,meronym
lav,toilet,indirect,meronym
nitroglycerin,cordite,indirect,holonym
weaned,breastfeed,indirect,entailment
theatre,orchestra,indirect,meronym
pyroxene,basalt,indirect,holonym
breathe,exhale,indirect,entailment
alluded,denote,indirect,entailment
profile,horizon,indirect,meronym
frg,hamburg,indirect,meronym
citrus,citrus,indirect,meronym
aug,assumption,indirect,meronym
counter,countertop,indirect,meronym
optic,sclera,indirect,meronym
overflown,run,indirect,entailment
cushioning,straw,indirect,meronym
church,narthex,indirect,meronym
unscrewed,rotate,indirect,entailment
tally,compete,indirect,entailment
beat,hit,indirect,entailment
diocese,parish,indirect,meronym
arraign,charge,indirect,entailment
connecticut,hartford,indirect,meronym
efface,rub,indirect,entailment
america,indiana,indirect,meronym
bioko,malabo,indirect,meronym
rennet,rennin,indirect,meronym
america,oklahoma,indirect,meronym
cellulose,paper,indirect,holonym
prize,loosen,indirect,entailment
recognizing,know,indirect,entailment
pencil,trace,indirect,entailment
mullah,ulema,indirect,holonym
shaker,shaker,indirect,holonym
drive,spindle,indirect,meronym
marketing,selling,indirect,meronym
lotte,monkfish,indirect,meronym
watercraft,rudder,indirect,meronym
lake,inlet,indirect,meronym
exhaust,silencer,indirect,meronym
ontario,hamilton,indirect,meronym
beguine,sisterhood,indirect,holonym
fancying,like,indirect,entailment
convoyed,protect,indirect,entailment
jumper,neckband,indirect,meronym
animal,face,indirect,meronym
shoe,saddle,indirect,meronym
harness,halter,indirect,meronym
shellfish,carapace,indirect,meronym
departed,dead,indirect,holonym
asia,syria,indirect,meronym
xenon,air,indirect,holonym
neck,dewlap,indirect,meronym
sura,gastrocnemius,indirect,meronym
sverige,stockholm,indirect,meronym
ca,oakland,indirect,meronym
brasil,para,indirect,meronym
plumed,charge,indirect,entailment
theatre,greenroom,indirect,meronym
u.s.,west,indirect,meronym
usa,west,indirect,meronym
massachusetts,concord,indirect,meronym
oculus,aperture,indirect,meronym
uterus,myometrium,indirect,meronym
shoe,shoelace,indirect,meronym
foot,inch,indirect,meronym
publication,artwork,indirect,meronym
cos,pueblo,indirect,meronym
dog,flag,indirect,meronym
mollusc,carapace,indirect,meronym
ringing,dial,indirect,entailment
indictment,charge,indirect,meronym
sewing,join,indirect,entailment
trounce,win,indirect,entailment
france,lorraine,indirect,meronym
lingua,tastebud,indirect,meronym
os,horn,indirect,holonym
vas,petersburg,indirect,meronym
cannibalizes,disassemble,indirect,entailment
cypress,cypress,indirect,meronym
net,backbone,indirect,meronym
j,erg,indirect,meronym
flower,carpel,indirect,meronym
europe,netherlands,indirect,meronym
mortar,cement,indirect,meronym
surcharge,charge,indirect,entailment
bharat,kashmir,indirect,meronym
usa,sunbelt,indirect,meronym
accumulator,grid,indirect,meronym
spain,castile,indirect,meronym
limestone,calcium,indirect,meronym
shell,carapace,indirect,holonym
periwinkle,periwinkle,indirect,meronym
ireland,cork,indirect,meronym
mediterranean,corse,indirect,meronym
childbirth,delivery,indirect,meronym
muscadine,vitis,indirect,holonym
canada,columbia,indirect,meronym
eucharist,offertory,indirect,meronym
oesterreich,vienna,indirect,meronym
roof,eaves,indirect,meronym
mezzanine,loge,indirect,meronym
pawpaw,papaya,indirect,meronym
texas,austin,indirect,meronym
material,woof,indirect,meronym
crustacean,crustacea,indirect,holonym
negus,wine,indirect,meronym
cambrian,wale,indirect,holonym
ringed,dial,indirect,entailment
u,uraninite,indirect,holonym
body,neck,indirect,meronym
administering,give,indirect,entailment
picking,chop,indirect,entailment
fetched,come,indirect,entailment
hematite,emery,indirect,holonym
transportation,airfield,indirect,meronym
greece,rhodes,indirect,meronym
railway,track,indirect,meronym
gangster,gang,indirect,holonym
catatonia,catatonia,indirect,meronym
taken,come,indirect,entailment
tb,apatite,indirect,holonym
deutschland,oder,indirect,meronym
pompano,pompano,indirect,meronym
italia,piedmont,indirect,meronym
arraigned,indict,indirect,entailment
iskcon,hinduism,indirect,holonym
u.s.,minnesota,indirect,meronym
church,chancel,indirect,meronym
hefting,lift,indirect,entailment
arraigned,charge,indirect,entailment
maturation,gastrulation,indirect,meronym
tendering,dicker,indirect,entailment
camphor,celluloid,indirect,holonym
practises,work,indirect,entailment
brandish,hold,indirect,entailment
text,book,indirect,meronym
stomach,navel,indirect,meronym
teal,ana,indirect,holonym
key,shank,indirect,meronym
nitroglycerine,cordite,indirect,holonym
bedstead,bedspring,indirect,meronym
recorded,perceive,indirect,entailment
hammer,hammerhead,indirect,meronym
swigged,swallow,indirect,entailment
cloth,edging,indirect,meronym
zb,exabyte,indirect,meronym
contends,disagree,indirect,entailment
cambria,bangor,indirect,meronym
era,period,indirect,meronym
helmet,visor,indirect,meronym
insect,ala,indirect,meronym
subscribes,approve,indirect,entailment
firearm,sight,indirect,meronym
watts,milliwatt,indirect,meronym
blunderbuss,bell,indirect,meronym
hall,wall,indirect,meronym
truss,fasten,indirect,entailment
class,coursework,indirect,meronym
campaigning,war,indirect,entailment
endoskeleton,scapula,indirect,meronym
calif.,shasta,indirect,meronym
arrowhead,barb,indirect,meronym
spacecraft,module,indirect,meronym
danced,step,indirect,entailment
ecuadoran,ecuador,indirect,holonym
apologise,admit,indirect,entailment
untangled,separate,indirect,entailment
ship,bulwark,indirect,meronym
overflowing,run,indirect,entailment
tooth,dentine,indirect,meronym
tibet,everest,indirect,meronym
barbwire,barb,indirect,meronym
espana,madrid,indirect,meronym
sealed,fasten,indirect,entailment
cultist,cult,indirect,holonym
saltwater,sodium,indirect,meronym
theatre,stage,indirect,meronym
caput,face,indirect,meronym
cedi,pesewa,indirect,meronym
shiah,islam,indirect,holonym
woods,lignin,indirect,meronym
congregation,denomination,indirect,holonym
england,avon,indirect,meronym
cotton,padding,indirect,holonym
water,oxygen,indirect,meronym
auto,hood,indirect,meronym
ar,white,indirect,meronym
circuit,choke,indirect,meronym
sesame,sesamum,indirect,holonym
winning,try,indirect,entailment
wa,columbia,indirect,meronym
ginseng,ginseng,indirect,meronym
maine,brunswick,indirect,meronym
meal,course,indirect,meronym
welkin,apex,indirect,meronym
commode,drawer,indirect,meronym
snorting,drug,indirect,entailment
shellfish,shellfish,indirect,meronym
blade,haft,indirect,meronym
machine,fender,indirect,meronym
water,tear,indirect,holonym
us,indiana,indirect,meronym
pledged,drink,indirect,entailment
suborder,order,indirect,holonym
corn,corncob,indirect,meronym
mediterranean,malta,indirect,meronym
ellas,ithaca,indirect,meronym
freemason,freemasonry,indirect,holonym
staircase,landing,indirect,meronym
went,play,indirect,entailment
initial,approve,indirect,entailment
car,accelerator,indirect,meronym
hawai'i,hilo,indirect,meronym
adulthood,majority,indirect,meronym
carob,carob,indirect,meronym
clubhead,toe,indirect,meronym
wing,flap,indirect,meronym
wa,adam,indirect,meronym
nigeria,katsina,indirect,meronym
massachusetts,cambridge,indirect,meronym
paving,road,indirect,holonym
connected,join,indirect,entailment
calif.,eureka,indirect,meronym
sss,gestapo,indirect,meronym
staircase,step,indirect,meronym
survives,be,indirect,entailment
wood,lumber,indirect,holonym
gate,lock,indirect,meronym
al,alabama,indirect,meronym
ky,lexington,indirect,meronym
kelp,laminaria,indirect,holonym
cabinet,shelf,indirect,meronym
sewage,effluent,indirect,meronym
abode,bedroom,indirect,meronym
eardrop,pendant,indirect,meronym
sayes,talk,indirect,entailment
despatch,dateline,indirect,meronym
toe,toenail,indirect,meronym
embolism,embolus,indirect,meronym
luggage,strap,indirect,meronym
mississippi,confederacy,indirect,holonym
pharynx,nasopharynx,indirect,meronym
ampere,milliampere,indirect,meronym
bovine,bos,indirect,holonym
tree,burl,indirect,meronym
pa,harrisburg,indirect,meronym
story,climax,indirect,meronym
si,silicone,indirect,holonym
rheostat,wiper,indirect,meronym
dissipates,consume,indirect,entailment
hoof,toe,indirect,meronym
caught,listen,indirect,entailment
apologizing,admit,indirect,entailment
razor,razorblade,indirect,meronym
riel,sen,indirect,meronym
building,anteroom,indirect,meronym
system,module,indirect,meronym
master,drill,indirect,entailment
massachusetts,medford,indirect,meronym
plane,wing,indirect,meronym
tube,grid,indirect,meronym
watched,see,indirect,entailment
spying,investigate,indirect,entailment
rna,cytosine,indirect,meronym
articulate,talk,indirect,entailment
lb,ounce,indirect,meronym
chuck,jaw,indirect,meronym
attaining,travel,indirect,entailment
opening,hatch,indirect,meronym
u.s.,hawaii,indirect,meronym
u.s.a.,arizona,indirect,meronym
age,seventy,indirect,meronym
us,south,indirect,meronym
peakes,rise,indirect,entailment
periwinkle,vinca,indirect,holonym
minnesota,duluth,indirect,meronym
masturbating,caress,indirect,entailment
soaped,wash,indirect,entailment
pecan,pecan,indirect,meronym
si,feldspar,indirect,holonym
aircrewman,aircrew,indirect,holonym
bomber,cannon,indirect,meronym
propellor,blade,indirect,meronym
spat,approve,indirect,entailment
pufferfish,blowfish,indirect,meronym
sole,shank,indirect,meronym
tease,arouse,indirect,entailment
airfield,runway,indirect,meronym
relation,kin,indirect,holonym
tennessee,nashville,indirect,meronym
refractory,alumina,indirect,meronym
cordoba,centavo,indirect,meronym
brasil,natal,indirect,meronym
hiting,compete,indirect,entailment
playground,swing,indirect,meronym
neodymium,monazite,indirect,holonym
airs,phrase,indirect,meronym
polska,oder,indirect,meronym
ketone,sulindac,indirect,holonym
pentateuch,exodus,indirect,meronym
spun,extrude,indirect,entailment
cleaves,attach,indirect,entailment
soybean,soy,indirect,meronym
hijaz,mecca,indirect,meronym
eucalyptus,eucalyptus,indirect,meronym
automobile,window,indirect,meronym
hair,part,indirect,meronym
aborting,conceive,indirect,entailment
seltzer,pop,indirect,holonym
differentiate,compare,indirect,entailment
strickling,smooth,indirect,entailment
calx,calcium,indirect,meronym
play,compete,indirect,entailment
cytoplasm,cytoskeleton,indirect,meronym
russia,astrakhan,indirect,meronym
sulfur,sulfide,indirect,holonym
berliner,berlin,indirect,holonym
alpaca,lama,indirect,holonym
ca,berkeley,indirect,meronym
cutis,pore,indirect,meronym
piloted,fly,indirect,entailment
ellas,athens,indirect,meronym
water,snowflake,indirect,holonym
tree,sapwood,indirect,meronym
erythrocyte,hemoglobin,indirect,meronym
bath,toilet,indirect,meronym
mace,nutmeg,indirect,meronym
cycle,kickstand,indirect,meronym
lamented,grieve,indirect,entailment
niter,fertilizer,indirect,holonym
card,cleanup,indirect,meronym
auto,sunroof,indirect,meronym
fish,milt,indirect,meronym
mod,mod,indirect,holonym
niger,niger,indirect,meronym
monazite,europium,indirect,meronym
apron,footlights,indirect,meronym
curving,flex,indirect,entailment
cornmeal,mush,indirect,holonym
pennsylvania,harrisburg,indirect,meronym
u.s.a.,alabama,indirect,meronym
defend,contend,indirect,entailment
brace,strap,indirect,meronym
eye,choroid,indirect,meronym
ilmenite,titanium,indirect,meronym
shelling,win,indirect,entailment
des,delaware,indirect,meronym
sobering,drink,indirect,entailment
buttoning,sew,indirect,entailment
cytochrome,heme,indirect,meronym
ass,realgar,indirect,holonym
walking,step,indirect,entailment
sphalerite,thallium,indirect,meronym
smelt,smelt,indirect,meronym
spoke,speak,indirect,entailment
motorcycle,mudguard,indirect,meronym
untangling,separate,indirect,entailment
youth,bloom,indirect,meronym
awaking,sleep,indirect,entailment
teased,arouse,indirect,entailment
garment,liner,indirect,meronym
espana,barcelona,indirect,meronym
sugi,cryptomeria,indirect,holonym
trojan,troy,indirect,holonym
shift,strap,indirect,meronym
ms,demyelination,indirect,meronym
mobster,gang,indirect,holonym
lid,crown,indirect,meronym
frg,cologne,indirect,meronym
seashore,foreshore,indirect,meronym
pb,terabyte,indirect,meronym
crowfoot,ranunculus,indirect,holonym
kumquat,kumquat,indirect,meronym
chose,compare,indirect,entailment
road,shoulder,indirect,meronym
tattooes,prickle,indirect,entailment
vertebrate,thorax,indirect,meronym
fleeced,charge,indirect,entailment
panellist,panel,indirect,holonym
kv,volt,indirect,meronym
suisse,alp,indirect,meronym
caput,muzzle,indirect,meronym
subcontracting,contract,indirect,entailment
khz,hertz,indirect,meronym
laotian,lao,indirect,holonym
surveyed,quantify,indirect,entailment
hondo,tokyo,indirect,meronym
greek,greece,indirect,holonym
babylonia,sumer,indirect,meronym
chest,drawer,indirect,meronym
ram,horn,indirect,meronym
kib,word,indirect,meronym
paper,column,indirect,meronym
illinois,peoria,indirect,meronym
artichoke,artichoke,indirect,meronym
course,coursework,indirect,meronym
plum,plum,indirect,meronym
phosphorus,apatite,indirect,holonym
tracheotomy,stoma,indirect,meronym
chapter,fraternity,indirect,holonym
controles,understand,indirect,entailment
rudder,tiller,indirect,meronym
mantle,eyelet,indirect,meronym
examines,look,indirect,entailment
portugal,lisbon,indirect,meronym
spica,virgo,indirect,holonym
tilled,cultivate,indirect,entailment
parisienne,paris,indirect,holonym
skin,dermis,indirect,meronym
nighttime,midnight,indirect,meronym
impress,press,indirect,entailment
mesh,backbone,indirect,meronym
rig,rumble,indirect,meronym
limestone,carbon,indirect,meronym
loggerhead,caretta,indirect,holonym
selles,give,indirect,entailment
cigar,filler,indirect,meronym
material,warp,indirect,meronym
quail,bevy,indirect,holonym
haven,anchorage,indirect,meronym
chiselling,deceive,indirect,entailment
vanadium,carnotite,indirect,holonym
irak,baghdad,indirect,meronym
us,oklahoma,indirect,meronym
queen,royalty,indirect,holonym
prorogues,cancel,indirect,entailment
terabyte,gigabyte,indirect,meronym
nebraska,republican,indirect,meronym
panther,felis,indirect,holonym
titillated,please,indirect,entailment
america,colorado,indirect,meronym
head,brain,indirect,meronym
hrvatska,split,indirect,meronym
massachusetts,charles,indirect,meronym
view,subject,indirect,meronym
smithy,anvil,indirect,meronym
trigger,fire,indirect,entailment
sperm,flagellum,indirect,meronym
knead,rub,indirect,entailment
squadron,wing,indirect,holonym
sunni,sunni,indirect,holonym
shoat,sus,indirect,holonym
diamond,base,indirect,meronym
marked,perceive,indirect,entailment
woods,spindle,indirect,holonym
distinguishes,perceive,indirect,entailment
page,pagination,indirect,meronym
spain,barcelona,indirect,meronym
gristle,matrix,indirect,meronym
rang,dial,indirect,entailment
arras,edging,indirect,meronym
quadruped,loin,indirect,meronym
body,thorax,indirect,meronym
reveling,use,indirect,entailment
brownshirt,sa,indirect,holonym
soaring,glide,indirect,entailment
country,midland,indirect,meronym
mosque,minaret,indirect,meronym
camera,magazine,indirect,meronym
munition,rampart,indirect,meronym
anaheim,disneyland,indirect,meronym
vas,portsmouth,indirect,meronym
magnesite,magnesium,indirect,meronym
shopkeeper,tradespeople,indirect,holonym
administer,give,indirect,entailment
macaque,macaca,indirect,holonym
suite,bodyguard,indirect,meronym
collated,gather,indirect,entailment
maize,corn,indirect,meronym
geting,perceive,indirect,entailment
rig,semitrailer,indirect,meronym
